file,audio_seconds,world_seconds,phase,label,engine_frame,width,height,bytes,sha256
frame_01083.jpg,39.310885597,40.010235701,5,MIXED LIVING FALL AND GET-UP / PHYSICALITY PROBE,3529,1600,900,97233,aaa94ce127114949233bf246bf628ee6fa6c211a70c8e3ccc894f2f2503099ba
frame_01172.jpg,42.500889499,43.198863998,5,MIXED LIVING FALL AND GET-UP / PHYSICALITY PROBE,3796,1600,900,94599,ee4ef1c7c341fa3d9625120eacb9416d3c539281e018d18601b7d10c9cc6e453
frame_01196.jpg,43.401084699,44.098873399,5,MIXED LIVING FALL AND GET-UP / PHYSICALITY PROBE,3868,1600,900,93477,3e0445c0f8296fb707691f3431196c380a30daa52b7ab9a942d6583ac53dff1d
frame_01249.jpg,45.308243800,46.007404298,5,MIXED LIVING FALL AND GET-UP / PHYSICALITY PROBE,4027,1600,900,91035,5777aef8cc8266418be0e8cb70756e901d68c15b7a8dc0e264dd9ca9068ff876
frame_01273.jpg,46.187415298,46.886477601,6,MIXED FALLS / PRODUCTION D ESCAPE / LOCAL RECOVERY CLEARANCE,4099,1600,900,94302,ad214e12d2765f280c380e62b7418bdb93fff47aa4219232b0b95acd8b4d18d0
frame_01431.jpg,51.898599997,52.597449698,6,MIXED FALLS / PRODUCTION D ESCAPE / LOCAL RECOVERY CLEARANCE,4573,1600,900,93913,0b271aa8a7c754e9fee636b049eb2dd5b6c1656fc431f266f501868af072333c
frame_01442.jpg,52.288160797,52.988533597,7,CURRENT-POSE LIMB LOSS AND DEATH / REGIONAL PACKET PROBE,4605,1600,900,93461,69b57f7151c27e3b81f1d874d78d79f060ed2f8677a17deccf6ec2da4bbaaa0e
frame_01499.jpg,54.296032500,54.995652098,7,CURRENT-POSE LIMB LOSS AND DEATH / REGIONAL PACKET PROBE,4776,1600,900,91239,c834427b7b085adab7be0754f3338556592549f29ba1c0d2b6a0fefba47bcafc
frame_01558.jpg,56.382616498,57.082942698,7,CURRENT-POSE LIMB LOSS AND DEATH / REGIONAL PACKET PROBE,4953,1600,900,92248,05a66a1808beea6d966c27011fef44f35326bdce6954008d1e07b3ebbe01c433
frame_01606.jpg,58.077417098,58.777279798,7,CURRENT-POSE LIMB LOSS AND DEATH / REGIONAL PACKET PROBE,5097,1600,900,92770,9c180ab8630016bdcaad4627e551929c5cfb253890c26b76c3a3191986804418
frame_01615.jpg,58.400185600,59.098935001,7,CURRENT-POSE LIMB LOSS AND DEATH / REGIONAL PACKET PROBE,5124,1600,900,93139,4b0d778e23fed6c4b42e515b020e6a75bfab5ca90028195273dc07161a121f1f
frame_01682.jpg,60.790937599,61.488534600,7,CURRENT-POSE LIMB LOSS AND DEATH / REGIONAL PACKET PROBE,5325,1600,900,92211,966a947c056634cdb7a357229d58c8eb944f6ce519b785d3e61d963338cbc152
frame_01779.jpg,64.202957898,64.903748501,7,CURRENT-POSE LIMB LOSS AND DEATH / REGIONAL PACKET PROBE,5616,1600,900,91531,5939e9a7d2e6fae5ac0b518e1929cc1937373be93a2520c614ebdb1f841c9a3a
frame_01882.jpg,67.801048599,68.501213301,7,CURRENT-POSE LIMB LOSS AND DEATH / REGIONAL PACKET PROBE,5925,1600,900,91563,6d7c35641fb5ed482b5b64a858d24902e91e4b2fe550e6ab70a5f276027e2296
frame_01893.jpg,68.189257700,68.888687000,8,EXPLICIT THREE-VARIANT LINEUP / SIX BODY PURSUIT,5957,1600,900,98080,a97a758de58f25805212ba3118227215a2eabd91dcd5c51afcb70aa1c64e7e0f
frame_01924.jpg,69.293161198,69.992837198,8,EXPLICIT THREE-VARIANT LINEUP / SIX BODY PURSUIT,6050,1600,900,98345,39455dafbeec8e1455e2c662f5c70a8eb7cbf9a442e4c4a01d45e064a54598d9
frame_01983.jpg,71.394639399,72.094342399,8,EXPLICIT THREE-VARIANT LINEUP / SIX BODY PURSUIT,6227,1600,900,95904,b987f2a5a436193d46fb41a13923b24967b3b3a5fe96b7dd0d51b3491ef09930
frame_02090.jpg,75.213151600,75.911676198,8,EXPLICIT THREE-VARIANT LINEUP / SIX BODY PURSUIT,6548,1600,900,92923,71aa4f5f1f75fa59410a640dde9ebba65c3cec206043228d78afb664faf273c0
frame_02215.jpg,79.703459598,80.402694900,8,EXPLICIT THREE-VARIANT LINEUP / SIX BODY PURSUIT,6926,1600,900,94123,151f95f456d45768e62e1b268a01535c00dea8bb5c786dfbdd50463a83f53376
